text	typability
Are you going to join us for lunch?	0.21429609161684
Are you in a good mood?	0.225468252098609
Are you in today?	0.0763428865514819
Are you on the diet with me?	0.49565186846909
Are you sure I don't need to be there?	0.236110192837391
Argentina have called off their two football internationals in Japan.	-0.00622949695781532
Arkansas called in 32 extra state police to the prison.	-0.380026244493987
As for your second question, bench Mike Anderson.	-0.333666612895119
As soon as I get it - I'll forward it to you.	-0.595053456876218
As soon as anyone does that they can get nailed.	0.609067010263629
As soon as we are done - we'll give you a call.	-0.27565885640814
As they used to say of Gandhi, he was a mahatma, a great soul.	-0.568331845544147
As usual, I will be as candid as I can.	-0.240868085306576
At 17, he enlisted in the US Navy.	-0.909227433729977
At least then one person in Denver would be able to get in.	0.43658844613487
Ava please put it on my calendar.	-0.186626982699703
Ava, do we need to worry about this?	0.238754415474406
Ava, please put me on the list.	0.22258262550798
Avoid starting either back in Week 10 if at all possible.	-0.185786606633175
Baku's forces had for more than 24 hours been engaged in clashes.	-0.370124607623484
Barry, hope that you had a great Christmas.	-0.247918040319465
Be back tomorrow and maybe we can visit.	0.386295049066015
Because there is traffic.	0.318072346883691
Before I forget, there is one last change.	0.233385511826213
Below is the intended version.	0.264792755090011
Ben could tell him about Pompano.	-0.21025262225912
Benjamin Gay and Jamel White shared carries in his place.	-0.223161090698304
Best of luck and stay in touch.	0.442992239579724
Between 0 and 4 are allowed.	-0.453145106965101
Binoche welcomed the movie industry to the French riviera.	-0.605154012531237
Board meeting running long.	0.307593952955849
Bob, I'll pick San Diego as my winner.	-0.872160255240868
Bob, I'll take Oakland as my winner this week.	-0.386977918940314
Both have also promised higher salaries.	0.156287820987361
Both leading candidates have promised to create jobs.	0.131339369697212
Both of us are still here.	0.70331530423959
Both sides had indicated interest in a cessation of hostilities	-0.113767809943076
Bound to be some media flack on this.	0.596236311336428
Boy, I couldn't write too much on this thing!	-0.580814474446393
Bradford has yet to prove himself as a Fantasy player.	-0.262644333514908
Brady only has five catches this season.	-0.0267965538865615
Brcko had been proposed as another site for a safe area.	-0.234532287734637
Brian Mitchell will likely serve as Duce Staley's backup.	-0.840127416890298
Brian is working this.	0.596434477488884
Britain earlier organised an evacuation of non-Britons from Sanaa.	-0.973606991872603
Budget allocation from Glisan has been postponed.	-0.445273929859878
But I believe answer will be yes.	-0.315722133164562
But I hope to see you at Kari's house.	-0.257422529332672
But I would suspect that when Ricky can play, he'll play again.	-0.357204325816972
But both reports were denied by the southern leadership.	0.0481775287585939
But he added the list given was still incomplete.	0.318428832517635
But he couldn't keep it up, coming home in 38.	-0.643692096518535
But he is expected to play against the Raiders on Sunday night.	0.124043672372892
But he vows to support any drivers who support the Pacers.	-0.0629301871726984
But his father likes what he sees from his son's engine.	0.352827487093399
But it takes time.	0.653999372904366
But let me know which ones you don't get.	0.224108425037613
But thank you for the offer.	0.851159968984462
But the Chiefs might depend on the run, so his numbers may be limited.	-0.030825472283232
But the pact has not entirely calmed the nation's nerves.	0.0307750443181047
But there have been so many changes in plans that I'm not surprised.	0.0766400884158374
But they played down the prospect of a repeat performance.	-0.0221878726688234
But we should pay them the 4500.	-0.0462206301968479
Call me anytime for information.	0.644356490609045
Call me if you have any questions.	0.704510634675501
Call me to give me a heads up.	0.412885621748306
Can we have them until we move?	0.386721689701817
Can you bring these to 49C1?	-1.16031563213899
Can you call me at home?	0.564653501939109
Can you do the Gallup contracts as well?	-0.0650300078972476
Can you get me the Calger letter done?	-0.0446744427193612
Can you get with Mary and make sure?	0.335966840290737
Can you help get this cleared up?	0.0708852425161736
Can you help me here?	0.316462601036063
Can you help with this one?	0.452652748660828
Can you please review and get back to Tim?	0.0250943972312939
Can you resend me the Doyle email from last week?	0.0524846252207243
Can you rough out a slide on rating agencies?	0.0374308072461334
Can you supplement the answer to the visa question?	0.00553429643063613
Can you try this again?	0.333187451920081
Can you wait until Monday?	-0.108908342005498
Chad thought we were on a treasure hunt.	0.179577594989524
Chambers is still too inconsistent to start for most Fantasy teams.	-0.214884409253843
Charlie Garner will once again be Oakland's feature back.	-0.466161535139862
Chase back office and their restart plan updates individually.	-0.081085875148369
Check with Vince Strohmeyer.	-1.00738194444568
China replaced three ministers on Thursday.	-0.241732835133418
Chinese President defended the military crackdown on protesters.	-0.445848402227889
Chris Foster is in!	-0.70292005526662
Clinton attended the US college basketball finals.	-0.123873402267799
Clinton has pressed for a multilateral lifting of the embargo.	-0.225629494727173
Clinton on the other hand, had backed a plan to convince Europe.	-0.0928055313578989
Clinton said Tuesday he would make an announcement by Thursday.	-0.335704689469618
Coal switching to NG and power guys stimulating demand.	-0.493430205752615
Come join the fun.	0.336957288354315
Confirmed with Mark Taylor.	-0.348826605934658
Construction on the complex will begin this year.	0.305760913189576
Contact Lisa Mellencamp on any issues regarding pending litigation.	-0.460615334355125
Could you please let me know as soon as possible.	0.626131785373567
Could you see where this stands?	0.455422400678312
Could you try ringing her?	-0.05748307477207
Couldn't risk the uncertainty.	-0.857602091757017
Count me out for this round.	0.710784434419586
Crestone won't have final measurement until next week.	-0.298761773244925
Currently, we are focusing our resources on domestic sites.	-0.171991263625128
David, Cindy and Mary will each report to the Office of the Chairman.	-0.221618992270135
Davis was listed as questionable on the weekly injury report.	-0.0133877357869859
Dayne and another second tier RB for one of the above.	-0.107385779746613
Deportivo have won nothing in their history.	-0.289401426246124
Derivatives are not new.	-0.317691573942642
Did he get a signing bonus?	-0.335318478823246
Did we get ours back?	-0.17914295527719
Did we plan that?	0.131888223982278
Did you differ from me?	0.129690873940859
Did you get this?	0.298601233901344
Did you mean Oxley?	-0.719880007877555
Did you not read my first email?	0.094587039854248
Did you set up my corporate account for me?	-0.10765979141746
Did you talk to Ava this morning?	0.145096345945863
Did you tell Steve?	-0.387328640058215
Diplomats are predicting that the embargo will remain in force.	0.0435136156164308
Disney was great and I've been to eight baseball games.	-0.0162974854928046
Do not send small, unsuspecting children to check on my progress.	-0.266213632950679
Do we have New York sorted out?	-0.437218574452482
Do we have anyone in Portland?	-0.090655688663206
Do we know what we need?	0.223470536345549
Do we need to discuss?	0.00789590323537628
Do we need to do anything here?	0.490552831417707
Do you and George have a thing going?	-0.0171213938304122
Do you have a number for him?	0.335307813759386
Do you know anything?	0.208347103611336
Do you know if this has been done yet?	0.456241304394392
Do you need it today?	0.264274981419952
Do you need to be there?	0.662421872420019
Do you still need me to sign something?	0.479332786961004
Do you want to eat lunch somewhere before?	0.0238207612787339
Do you want to fax it to my hotel?	-0.00173447742930601
Doctors gave him 10 years to live at most.	-0.00364873136601832
Does Dan know about Julia changing groups?	-0.431689499121882
Does Friday at 10 work for you?	-0.32649274748463
Don't bother picking him up.	-0.24455551905138
Don't bother to start him.	-0.131015588545349
Don't expect Sanders to play anytime soon.	-0.362379682988489
Don't forget the wood.	-0.0220502693631788
Don't know how that happened.	-0.0152863602963967
Don't make me pull tapes on whether you understood our fee.	-0.152224668038594
Don't they have some conflicts here?	-0.0600762335610723
Don't use Bennett this week.	-0.527712469993047
Don't use him this week.	-0.0695319156563516
Donovan McNabb is one of my starters.	-0.858958802733725
Doug Chapman will likely get the start in Bennett s absence.	-0.745004228768544
Drop him if he was on your Fantasy roster.	-0.147740906943209
Drop him unless you play in a keeper league.	0.0213756291110353
ENA is not purchasing Westport's gas at this time.	-0.62788018008859
Eastwood dominated proceedings with his humour.	-0.414327915291726
Ed Terry is in there twice.	-0.0279958642636969
Edwards said Chrebet passed the various tests and scans he was given.	-0.477363823994461
Els rocketed to his first European Tour victory back.	-0.711644841031016
Email the consent to me.	0.675342063544517
Emerson Fittipaldi has never had an engine this good.	-0.318830447642127
England star Paul Gascoigne was one of the recipients of the loans.	-0.645125614165294
Ernie Els was back to his best.	-0.257988867156988
Estrada recently returned from Johannesburg.	-0.807081318294775
Europe has lost a great ally.	-0.00907989510013037
Evaluating a lease offer on Sonoran project.	-0.556200840782913
Even if it were approved, Clinton could veto the measure.	-0.132916739195099
Every Enron employee has an internet email address.	-0.336859432670829
Expect him to be the Bears featured back for the rest of the year.	0.211826668322636
Expect him to produce good numbers against New England.	-0.32656575831524
FYI on the demand letter I signed earlier.	-0.124436693585277
FYI, would she meet my requirements?	-0.683586364023176
Fares shown are roundtrip.	-0.321951003683197
Feel free to use Robinson if he doesn't suffer a setback.	-0.262179808656521
Finally, I would delete the paragraph about lawyers.	-0.25274337576666
Following are my comments.	0.352013285755373
For safety reasons, the turkey will be carved in a private ceremony.	-0.279924695001779
For those of you that have not signed up, please join us for the Walk.	0.144947472414879
For those of you who have not paid please get your money tome soon.	0.206209271021042
Foreign insurance firms can file applications to the ministry.	-0.00968376106648818
Foreigners have now fled the country since fighting erupted.	-0.233207627533443
France also was prepared to participate in a UN multinational force.	-0.225375040099552
France would not join a US military invasion of Haiti.	-0.442593960887685
French actress Juliette Binoche declared the festival open.	-0.766039238014637
Fuel is retained in kind from the shippers.	0.316825777580523
Fuel surcharges, if applicable are included in the fees listed.	-0.127503178672255
Geez, I sound pathetic.	-0.794258772598014
Genaro, we have fixed the pricing in our system.	-0.0974762408220116
Get with David Lund.	-0.416582971001008
Get with Mary for format.	0.0374358789097699
Giants due to an ankle injury.	-0.342091918739293
Giants, but he didn't finish it.	-0.378316514617886
Give it some time.	0.900386019350242
Go ahead and notify.	-0.137896672136703
Go for the dollars.	0.470896906649111
Gold fell 1.90 dollars from Wednesday's closing price.	-0.785971709381807
Good luck this week, I can't see any sure things out there.	0.187356497528025
Good to know it exists.	0.0371150311027872
Got your back while you pick up wine.	0.251620098830764
Had a great meeting.	0.397912789280239
Has Brian had his contract yet?	-0.394270629176565
Has Dynegy made a specific request?	-1.06126733044556
Has anyone else heard anything?	0.0805286799358505
Has it been mentioned yet?	0.104568520254403
Has your 4th quarter changed?	-0.724432179683223
Have I mentioned how much I love Houston traffic?	-0.389249968006013
Have a good evening.	0.425406301813471
Have a good weekend.	0.397941101482178
Have a great day!	-0.213739895601447
Have a great trip.	0.153965574768287
Have a safe trip!	-0.630930040198504
Have not added Westport on yet.	-0.440653830987622
Have you done any deals yet?	0.201079309724919
Have you talked to Somerholder?	-0.2493245750818
He agrees that they are not showing the correct equation.	0.313989979081449
He also ruled out extending the safe areas.	0.181802571777174
He also suggested it would send a conflicting message to Geneva.	0.0527679337283482
He beat world number one Greg Norman by six strokes.	-0.384759503761984
He can be explosive, but he is also erratic.	-0.237018234823915
He cannot be in two places at once.	0.451079428463427
He could ping the ball 40 yards with the outside of his foot.	0.148164450686058
He did not return to the contest, and is listed as day to day.	0.451590892471135
He did not return to the game, and is listed as day to day.	0.485751129634818
He did not say when that would be.	0.736343598051524
He disputed reports that Wheatley would be out four weeks.	-0.488805751931555
He doesn't want to give the trading positions.	-0.0229281171699916
He extended Freudian theory into adolescence and adulthood.	-0.807544974967855
He has developed a good on-field relationship with QB Brad Johnson.	-0.799280895763034
He has made progress in his recovery and might play this week.	0.467421578688415
He has recovered from his ankle injury.	-0.106779816995437
He is already on the job and hard at work on the issues before us.	0.656306610617617
He is close to full speed, says the Charlotte Observer.	-0.217100178204778
He is expected to miss six weeks of action due to the procedure.	0.19110553266647
He is expected to participate in practice.	-0.0138580988133743
He is expected to play in Sunday's game and is listed as probable.	-0.0846309930626326
He is expected to play in this week's game.	0.110480075741628
He is expected to play when the Browns return to action next week.	0.140390771859167
He is here for a political meeting.	0.472529455581457
He is listed as day to day.	0.540481916568312
He is listed as probable for Monday's game against Tennessee.	-0.442982566257178
He is listed as probable for this week's game.	0.00083334281572686
He is listed as questionable for this week's game.	0.0632888385667918
He is one of three Eagles who will be held out of the game.	0.245129954224375
He is out indefinitely and could miss the remainder of the season.	0.310952474767473
He is pretty tapped into it all.	0.544663911044697
He is recovering from a bruised left shoulder.	0.230177330736626
He is recovering from a left knee injury.	-0.0281010927452027
He is recovering from a sprained foot.	0.192363636453448
He is suffering from a strained left shoulder.	0.441417588534846
He made his mark by campaigning against hospital fraud.	-0.550751895307191
He played goalie almost the entire game.	0.199201778857931
He pleaded guilty in February under an agreement with the government.	-0.417237526859856
He quoted local Yemenis as saying that 43 people had been killed.	-0.376882070150646
He recently also demanded the resignation of six ministers.	0.0368318918661297
He refused to elaborate on the delay.	0.103699546850469
He remains a good Fantasy backup when healthy.	-0.358225809926987
He said Telecom was still in a position of substantial protection.	-0.193451393046494
He said he had been surprised to see his name on the list.	0.538104347589844
He said he saw no damage to the airport.	0.35928867714094
He said he was not aware he suffered from it.	0.431247017992535
He said he would learn more about the injury as the week progressed.	0.436047505042163
He said he would resist all the pressure of time deadlines.	0.543538746546153
He said police in Dallas were also in favor of fences.	0.0747290900120857
He said the operating theatres were barely functioning.	-0.430131618609653
He should still be able to play in the team's next game.	0.353956206013031
He started Sunday's game and had two catches for 70 yards.	-0.50033921556989
He was in great shape last night.	0.657609007592749
He was our best player when he got hurt.	0.470162252533375
He was playing only his third event on the European Tour.	-0.178692470163169
He was professor emeritus of human development and psychiatry.	-0.660180005693285
He was recognized in his field as a pioneer.	-0.32814907876782
He was replaced by Kent Graham.	-0.456209858578435
He was very close to achieving his life's goal.	-0.0906660617952633
He will be evaluated on a day to day basis.	0.085907647408486
He will be re-evaluated after receiving an injection.	-0.51537737014191
He won't be too productive if he does play.	-0.0623738559248891
He would be sorely missed by all who are striving for progress.	0.296618821387648
He would love anything about rocks.	0.50300733297836
He wrote numerous books on human development.	-0.233651817732615
He's a questionable Fantasy player to begin with.	-0.46694436011974
Here it is again in case you didn't receive it.	-0.0376152333503171
Here's the September purchase for September.	-0.571242940682146
Here's the new one.	0.315894543965889
Here's your Gas Daily pricing.	-0.751946159413177
Hey TK, how are you doing?	-0.755652038589454
His abilities will be limited if he does play Sunday.	0.13126847440477
His current status is day to day.	0.359124377228579
His party also has its sights on the posts of justice minister.	0.275129519918555
His return date is unclear.	0.307693133804463
His status for Thursday's game against Dallas is unclear.	-0.49122239519888
His status for the Week 11 game against Atlanta is unclear.	-0.25979997023651
History repeated itself last season when Tenerife beat Madrid.	-0.653304327192629
Hope all is well.	0.606832358163987
Hope that all is well in Denver.	0.431824919343697
Hope that you have a great TG.	-0.0382580655291695
Hope this message is much better received than yesterday's.	-0.140633891717491
Hope you guys are doing fine.	0.522451910098661
Hope you had a good weekend.	0.38666342283006
Hope your trip to Florida was good.	0.0107747515805985
Hopefully it cheered you up a bit.	-0.0915190518967578
Hopefully this can wait until Monday.	0.0498980908235137
Hours are listed in 24hr format central time.	-0.342366046681649
Houston time at the Hyatt Regency.	-0.537556385562065
How are things with you?	0.549813384677737
How are we handling others in that group?	0.227098181605313
How can we get these answers?	0.0079391786461686
How did they get onto our floor?	0.157284353744798
How did you make sure it was the right set?	0.766893344159508
How is it going?	0.183206362171186
How long can you guys shop?	-0.0368762799797174
How soon do you need it?	0.371029899581096
How would you explain the difference between the two?	0.135904092688635
How's the share price?	-0.216639202104159
However, Jeffers is too risky to start from a Fantasy perspective.	-0.551688711863445
However, he is expected to play in this week's game.	-0.0957325675894701
However, he warrants no real Fantasy consideration at this point.	-0.122391346132458
However, he's no better than waiver wire fodder in Fantasy Football.	-0.439016861624222
However, he's not worth starting on your Fantasy team.	-0.457801936845456
However, he's still expected to start in the 49ers next game on Oct.	-0.715630285126876
I agree since I am at the bank right now.	0.452215067739381
I agreed terms with Greg.	-0.31125469012829
I am all about Win-Win here.	-0.443839618273619
I am all over it.	0.775323828353888
I am almost speechless.	0.12406917584261
I am at the lake.	0.726266933474467
I am fine with this.	0.961747773933305
I am freaking out!	-0.163689921327044
I am having problems reconciling with Theresa's invoices.	-0.563271169264791
I am hoping to complete them today or tomorrow morning.	0.354855747511007
I am in 50M if you need me.	-0.654462665346835
I am looking forward to the salad.	0.363179299506913
I am meeting with my direct reports at 1 to work on recommendations.	0.0538041991399227
I am monitoring email.	-0.0624413036490999
I am not aware of any.	0.36352031560147
I am not concerned with the Brown money.	0.114701099879258
I am now officially a Blackberry addict.	-0.256677875320039
I am on a plane, sorry.	-0.0252349267851236
I am on my way.	0.311890058053362
I am out of town on business tonight.	0.289114170962194
I am out of town on business.	0.366145497399112
I am out of town until Friday.	0.0285446153162536
I am really not wanting to come back.	0.805867799053527
I am snowed under and out of the office.	0.72820701306254
I am sorry you had to come in.	0.709033004803043
I am staying at a Hotel.	-0.132699294653612
I am surprised such an incident could not have been prevented.	0.0687560042348681
I am too, and we are working very hard to turn it around.	0.520770413244305
I am trying again.	0.376890197513867
I am unavailable for the 1PM meeting.	-0.758930742025523
I am walking in now.	0.563195959202138
I am working on the November producers today as a matter of fact.	0.139395890648853
I am working with Mary Joyce on that right now.	0.243039669683
I appreciate you moving so quickly on this.	0.254538572929371
I believe she gave a television interview in Britain.	-0.216207175672651
I bet you it will be a strong motor all day, though.	0.119273420419817
I called my husband at work today just to tell him I loved him.	0.254493233698497
I can be there within the hour.	0.844024777614138
I can fill you in on more details later.	0.644765816246029
I can get them.	0.755973333989045
I can return earlier.	0.220027860374615
I can review afterwards and get back to you tonight.	0.37149055502613
I can't seem to find it.	0.316780727003705
I can't tell you when he'll be back.	-0.150114302965899
I cannot figure out where these prices are coming from.	0.56433870127138
I changed that in one prior draft.	0.109732942980001
I decided that I am going to stay here!	0.134036228621944
I didn't expect them to hand over the sites.	0.211809816588237
I didn't hear from Ginger this week.	-0.102085131815562
I didn't think we had it.	0.0685591023531175
I didn't understand we were borrowing them.	-0.0939409395136428
I do not want to repeat.	0.325486365749902
I don't have Lost Creek yet - hopefully before you leave.	-0.628167459984464
I don't have the distraction of taking care of Mimi.	0.00336712205206256
I don't know that I will be back Monday.	-0.0657568039301721
I don't think we need to make a big deal of this.	0.547279306429655
I don't want to even see it in kilometers.	-0.0356815353658747
I don't want to let my nanny go home if you think you need me.	0.334959104567922
I doubt that it is forecasted.	-0.0631318298638663
I encourage each of you to attend or tune in tomorrow.	0.198578470353759
I forgot one person when we spoke on Friday.	0.196620872600459
I got the impression that this is a message for internal use.	0.768703661389726
I guess the next time I'll see you is for Superbowl.	-0.309813699731661
I had a last minute meeting come up.	0.347137401950006
I hadn't done that for a while - too busy, I guess.	-0.47907129679092
I have 2 different ones.	0.186593884539004
I have 30 minutes then.	-0.145791147879118
I have a high level in my office.	0.638874888630979
I have a request.	0.374458327630624
I have a touch of food poisoning this morning but I may be in later.	0.125921323188687
I have already approved and forwarded.	0.180144520734546
I have an AM doctor's appointment.	-0.607980680797775
I have an electric knife.	-0.110831801036132
I have been in contact with him, and he is familiar with the issues.	0.475011603767255
I have been very steady and I should have had a much better score.	0.403574794212695
I have forwarded to Kelly.	-0.175872855192531
I have no personal transactions with any Enron entity.	-0.180754556609768
I have other things to worry about!	0.543472767084693
I have rates and capacity utilization information ready.	-0.0744068261999886
I have received your messages and will respond accordingly.	-0.0125380650204989
I have some more data coming.	0.825180250199838
I have the option of starting Jim Miller or picking up Chris Weinke.	-0.29529546751853
I haven't adapted really.	-0.432756756676756
I haven't had a conversation on this since 1999.	-0.118704696983155
I haven't really done any studying for it.	0.00630244873667292
I haven't seen it yet.	-0.144231198154088
I haven't visited with Stan lately.	-0.572290547414025
I heard it was at 5?	-0.381736461015714
I hope everything worked out okay with your rent.	0.32622859680537
I hope he is having a fantastic time.	0.32807361951582
I hope that you find these communications informative.	0.35406417971817
I hope this answers your question.	0.0786734288177282
I hope this is the last revision for September.	0.289101456038657
I hope we'll get the game here in Denver.	-0.0726257656669891
I hope you are feeling better.	0.728135939777134
I hope you feel better.	0.472744771640632
I hope you went.	0.209679928816798
I just faxed copies of the invoices to you.	0.142881899802752
I just finished faxing everything.	0.168985625503387
I just had my head in the clouds.	0.568546273478551
I just tracked down Steve.	-0.159029554998685
I just want to make sure we're both on the same schedule.	0.437141377480532
I know he's working on it.	0.302334697852855
I know my way around the hospital better than I do the stadium.	0.0314151041290689
I know several who work there.	0.508273777019826
I know you changed it.	0.546286826805955
I left a message.	0.411513641667981
I like Nick and Everett.	-0.449293535594825
I liked your flag.	0.0516226843652944
I love you too.	0.595131396098746
I may take the opportunity to run some errands.	0.136323307509926
I meant to try and explain, not to redo.	0.216422998864824
I met my neighbors in the park across the street tonight.	0.120115297764894
I might have something at the office.	1.05978193416899
I need a little more stability in my work environment.	0.10230425704514
I need to go to Stan's office.	0.00161525402868129
I need to link them up to the Tagg deal.	0.200733406912488
I need to talk to Tom Carlton, their decision-maker.	-0.486394806462696
I need your help in putting together a new list.	0.56209475191194
I need your home cell or whatever.	0.375254753884066
I plan to be in the office tomorrow.	0.718430496240595
I see some volume reversing in the system.	0.34796935567569
I sent it to her.	0.879634754744346
I short paid the August invoice.	-0.170766225468594
I should have more info by our meeting this afternoon.	0.509981656640104
I spoke with Greg.	-0.271362769430694
I spoke with Lara Robinson this morning.	-0.0702503045580589
I still believe a September 30 closing is unrealistic.	-0.488111301378151
I talked to Duran.	-0.090467076000476
I think Citation should be good now.	0.288837654635666
I think FMV is probably less than fifty.	-0.615735378919959
I think I have given the gaffer a decision to make.	0.295729961942547
I think I played three different courses.	0.143060168349382
I think I'm OK.	-1.24462270319925
I think Tim wants to move quickly.	0.00921564398614069
I think in this case specific is better.	0.545217260169329
I think it should be fixed now.	0.532423952829095
I think that Pam Butler called him.	0.0311498457341062
I think that is the right answer.	0.854150065353655
I think that we should enforce the agreement.	0.506860589825006
I think that will help.	0.666905781630154
I think these will be just fine.	0.790553299422148
I think this move will not overcome the problem.	0.632164036322115
I think those are the right dates.	0.975512040669638
I think we should consider this request.	0.588725374970119
I think we should put a number on the table.	0.676384460628592
I think your outlined measures sound fine.	0.158217426120073
I thought it had gone to all of Enron.	0.168639045363404
I thought you left to go get breakfast.	0.129492505827906
I thought you needed him to carry two people.	0.31206130026174
I thought you were on 6.	-0.0351623085136628
I told Gary you could make the call.	0.398093072418338
I told you silly.	0.482915556733431
I tried that to no avail.	0.197082963883771
I vote for the latter.	0.733168205883082
I want to compare the two.	0.506745099532156
I want to finish the rest of the year.	0.93902011292421
I want to remind you about our All-Employee Meeting this Tuesday, Oct.	-0.742342461447016
I want to thank everyone involved.	0.154469452280487
I wanted to get all of this out of the way before my move.	0.797701492816029
I wanted to go drinking with you.	0.639812511486687
I was a bit rusty but I didn't want to miss the elections back home.	0.116481297113364
I was going to call you but I hate to bother your holiday.	0.430212037621257
I was out Thurs.	-0.268569457633484
I was planning on calling you after I saw your revisions.	0.321511389883288
I was planning to attend.	0.71415522668835
I was runner-up three times.	-0.162391176755153
I was selfish in what I did.	0.217739622505727
I was trying to remember what Bobby said.	0.150168501644821
I wasn't as prepared as I will be this year.	0.0611768007001408
I wasn't sure that you received the first e-mail.	-0.340426671754925
I will add this to the folder and let you know when we get into it.	0.845370332309057
I will be back Friday.	0.189348678715981
I will be checking up with Lisa.	0.287690950320345
I will be out on Friday, but any other day is fine.	0.364111795904289
I will be taking the first week in December off, though.	0.36418501523738
I will be there.	1.081551460267
I will be thinking of you.	0.785920139961235
I will bring John Brindle.	-0.373970422171233
I will bring the pillow back tomorrow and get with you then.	0.574169630407102
I will call in 20 to 30 minutes.	-0.0756922674855067
I will call you Monday morning to discuss.	0.344472286683511
I will fax the invoice to you today.	0.395193990277346
I will follow up with him as soon as the dust settles.	0.537208264470998
I will get the gathering to Gloria tomorrow.	0.241274407938425
I will handle this afternoon.	0.545794749210401
I will if I want to.	0.243822777519081
I will likely not be available.	0.0686826701332094
I will need to get you set up in their system prior to Tuesday.	0.0378511467101147
I will need to have my memory refreshed.	0.294073283007855
I will not be available.	0.266238335556613
I will not make the meeting at 1 PM.	0.0245375529126883
I will review them on Monday.	0.306115782345511
I will tell them.	0.651053406633147
I will try and find out.	0.822477695900339
I will try to expedite payment tomorrow.	-0.0262153918873668
I will try to make sure I'm in good shape.	0.167792989821143
I wish he would leave Deerfield alone.	-0.259168653506167
I won't be home until 6.	-0.578820326209354
I wonder if RBS is another institution which could move quickly.	-0.33323691625303
I worked on the grade level promotion.	0.350447670984152
I would assume this week sometime.	0.683560342207813
I would be glad to participate.	0.321818959009023
I would expect an answer ASAP.	-0.598476537264852
I would like it paid through I Buy It.	-0.557597287984613
I would like to attend if so.	0.706419291523874
I would like to be on the list if possible.	0.755109983938384
I would like to discuss.	0.596135455496593
I would like to see some of the drivers at our game.	0.761141719994603
I would love to help you guys with this imbalance.	0.32380772368957
I would love to take Dawn and Sara riding.	0.0900820903698141
I would not say I have guaranteed my final place.	-0.0843643306562638
I would suggest you and Mark address this together.	0.302907430434774
I wouldn't say I'm 100 percent but I'm darn close.	-0.917655237459495
I wouldn't worry about coming in today.	0.0703918361534773
I'll ask, he just came by.	-0.494644105494999
I'll be up to nine or 10 by Saturday.	-0.773538697053798
I'll bug Holloway and let you know what he says.	-0.210315466308066
I'll call you in the morning.	0.378301440553481
I'll call you when I get to the office.	0.303646576761225
I'll catch up with you tomorrow.	-0.133452027147517
I'll come have a beer with you guys later.	0.300121138512407
I'll email her later tonight.	0.115624238723638
I'll find someone to do it.	0.11981276966235
I'll get busy now and hopefully email you later today.	0.041591626346237
I'll get with him by phone to confirm.	-0.211152740098744
I'll get you one.	-0.159139250357967
I'll give him 10.	-0.780563767173713
I'll give it to you tomorrow.	-0.0797123103801087
I'll just have her call Tracy.	-0.175268422626834
I'll keep it in miles.	-0.219478986263149
I'll keep you posted.	-0.267627934761632
I'll let you know after lunch.	-0.0241195112433248
I'll presume it is dead until I hear otherwise.	-0.124700323687434
I'll probably page you.	-0.485299039915704
I'll send you a check.	-0.107651715172254
